,title,budget,revenue,runtime,movie_id,genre
4576,"Girl, Boy, Bakla, Tomboy",0,0,106,247986,"Comedy,Drama,Family,"
4577,GLOW: The Story of the Gorgeous Ladies of Wrestling,33157,0,76,103732,"Documentary,"
4578,God Bless the Broken Road,0,0,111,434767,"Drama,Family,Romance,"
4579,God Knows Where I Am,0,0,97,392955,"Mystery,Documentary,Drama,History,"
4580,God of War,0,0,119,673632,"Documentary,"
4581,God's Not Dead,17000000,29789000,113,249660,"Drama,"
4582,God's Not Dead: A Light in Darkness,0,5728940,105,454286,"Drama,"
4583,God's Own Country,0,2559939,105,428493,"Romance,Drama,"
4584,Gol Maal,0,0,144,30066,"Comedy,"
4585,Golden Time,0,0,0,898443,"Drama,"
4586,GoldenEye,58000000,352194034,130,710,"Adventure,Action,Thriller,"
4587,Goldie,0,0,88,574489,"Drama,"
4588,Goldstone,0,0,109,393834,"Crime,Thriller,"
4589,Golmaal: Fun Unlimited,0,0,150,19670,"Comedy,Family,"
4590,Gone are the Days,0,0,99,514759,"Western,"
4591,Good Kids,0,0,86,352186,"Comedy,"
4592,Good Kill,0,316472,104,253626,"Drama,"
4593,Good Kisser,0,0,74,576953,"Romance,Drama,"
4594,Good Luck,0,7589829,97,758330,"Comedy,Romance,Drama,"
4595,"Good Night, and Good Luck",7000000,54600000,92,3291,"Drama,History,"
4596,Good People,0,1857574,90,262338,"Thriller,Crime,Action,"
4597,GoodFellas,25000000,46835000,145,769,"Drama,Crime,"
4598,Gook,0,250130,94,432942,"Drama,"
4599,Goon,0,6483963,92,74387,"Comedy,"
4600,Goosebumps 2: Haunted Halloween,35000000,93320380,90,442062,"Adventure,Comedy,Fantasy,Family,Horror,"
4601,Gosford Park,19800000,87754044,137,5279,"Drama,Mystery,Thriller,"
4602,Gothika,40000000,141591324,98,4970,"Horror,Thriller,"
4603,Gour Hari Dastaan: The Freedom File,,,,,
4604,Gran Torino,33000000,269958228,116,13223,"Drama,"
4605,Grand Masti,0,0,127,403862,"Comedy,Fantasy,Horror,"
4606,Grass,0,0,102,523139,"Horror,Drama,Thriller,"
4607,Grease,6000000,181813770,110,621,"Romance,Comedy,"
4608,Green Room,5000000,3769214,95,313922,"Horror,Crime,Thriller,"
4609,Green White Green (And All the Beautiful Colours in My Mosaic of Madness),0,0,102,412163,"Comedy,"
4610,Gringo: The Dangerous Life of John McAfee,0,0,100,413834,"Documentary,Drama,"
4611,Growing Up Coy,0,0,86,399264,"Documentary,"
4612,Gun Runners,0,0,83,90027,"Drama,Action,Thriller,Crime,"
4613,Guy Martin: Last Flight of the Vulcan Bomber,0,0,90,371515,"Documentary,"
4614,Héroes,0,0,0,810214,"Comedy,Drama,"
4615,Hükümet Kadin,0,0,97,171158,"Comedy,"
4616,Hükümet Kadin 2,0,0,105,255156,"Comedy,"
4617,Haapus,0,0,135,572520,
