,title,director,cast,country,release_year,rating,budget,revenue,runtime,movie_id,genre,streaming
207,Apollo 18,Gonzalo López-Gallego,"Warren Christie, Lloyd Owen, Ryan Robbins, Michael Kopsa, Andrew Airlie","United States, Canada",2011,PG-13,5000000.0,25562924.0,86.0,50357.0,"Horror,Thriller,Science Fiction,",Netflix
208,"As Above, So Below",John Erick Dowdle,"Perdita Weeks, Ben Feldman, Edwin Hodge, François Civil, Marion Lambert, Ali Marhyar, Cosme Castro, Hamid Djavadan, Théo Cholbi, Emy Lévy",United States,2014,R,5000000.0,40100000.0,93.0,256274.0,"Horror,Thriller,",Netflix
209,Assimilate,John Murlowski,"Joel Courtney, Calum Worthy, Andi Matichak, Katherine McNamara, Cam Gigandet, Mason McNulty, Terry Dale Parks, Vito Viscuso, Jennifer Pierce Mathus, Kevin Remington",United States,2019,R,0.0,0.0,93.0,528985.0,"Horror,Thriller,Science Fiction,",Netflix
210,ATM,Mez Tharatorn,"Chantavit Dhanasevi, Preechaya Pongthananikorn, Chaleumpol Tikumpornteerawong, Thawat Pornrattanaprasert, Sananthachat Thanapatpisal, Pongkool Suebsung, Puttachat Pongsuchat, Gornpop Janjaroen, Yanee Tramoth, Pongsatorn Jongwilak","United States, Canada",2012,PG-13,3000000.0,921752.0,91.0,89691.0,"Horror,Thriller,",Netflix
211,Backcountry,Adam MacDonald,"Missy Peregrym, Jeff Roop, Eric Balfour, Nicholas Campbell",Canada,2014,NR,0.0,0.0,92.0,228973.0,"Thriller,Drama,Horror,",Netflix
212,Backtrack,Michael Petroni,"Adrien Brody, Sam Neill, Robin McLeavy, Bruce Spence, Jenni Baird, Chloe Bayliss, Anna Lise Phillips, George Shevtsov","Australia, United Kingdom, United Arab Emirates, Canada",2015,R,0.0,0.0,90.0,332704.0,"Thriller,Horror,",Netflix
213,Bad Match,David Chirchirillo,"Jack Cutmore-Scott, Lili Simmons, Brandon Scott, Chase Williamson, Noureen DeWulf, Seth Morris, Christine Donlon, Trent Haaga, Kahyun Kim, Cynthia Rose Hall, Zedrick Restauro, Eric Podnar","Singapore, United States",2017,R,0.0,0.0,90.0,429727.0,"Thriller,Horror,",Netflix
214,Bhool Bhulaiyaa,Priyadarshan,"Akshay Kumar, Vidya Balan, Ameesha Patel, Shiney Ahuja, Paresh Rawal, Rajpal Yadav, Manoj Joshi, Asrani, Vikram Gokhale, Rasika Joshi",India,2007,PG-13,0.0,0.0,151.0,19025.0,"Comedy,Horror,Thriller,",Netflix
215,Bhoot,Ram Gopal Varma,"Ajay Devgn, Urmila Matondkar, Nana Patekar, Rekha, Fardeen Khan, Victor Banerjee, Tanuja, Seema Biswas",India,2003,R,0.0,0.0,137.0,726207.0,"Horror,Comedy,",Netflix
216,Cabin Fever,Travis Zariwny,"Gage Golightly, Matthew Daddario, Samuel Davis, Nadine Crocker, Dustin Ingram, Randy Schulman",United States,2016,R,1500000.0,30553395.0,93.0,11547.0,"Horror,",Netflix
217,Candyman,Bernard Rose,"Virginia Madsen, Tony Todd, Xander Berkeley, Kasi Lemmons, Vanessa Williams, DeJuan Guy, Michael Culkin, Stanley DeSantis","United States, United Kingdom",1992,R,25000000.0,77389310.0,91.0,565028.0,"Horror,Mystery,Thriller,",Netflix
218,Carrie,Brian De Palma,"Sissy Spacek, Piper Laurie, Amy Irving, William Katt, John Travolta, Nancy Allen, Betty Buckley, P.J. Soles, Priscilla Pointer, Sydney Lassick, Stefan Gierasch, Michael Talbott, Doug Cox, Harry Gold, Noelle North",United States,1976,R,30000000.0,82394288.0,100.0,133805.0,"Drama,Horror,",Netflix
219,Carriers,"Àlex Pastor, David Pastor","Lou Taylor Pucci, Chris Pine, Piper Perabo, Emily VanCamp, Christopher Meloni, Kiernan Shipka, Ron McClary, Mark Moses",United States,2009,PG-13,0.0,5802422.0,84.0,25769.0,"Action,Drama,Horror,Science Fiction,Thriller,",Netflix
220,Chernobyl Diaries,Bradley Parker,"Ingrid Bolsø Berdal, Dimitri Diatchenko, Olivia Taylor Dudley, Devin Kelley, Jesse McCartney, Nathan Phillips, Jonathan Sadowski, Alex Feldman, Kristof Konrad, Pasha D. Lychnikoff",United States,2012,R,1000000.0,38390020.0,88.0,93856.0,"Horror,Thriller,",Netflix
