,title,budget,revenue,runtime,movie_id,genre
1199,Disconnect,10000000.0,3428048.0,115.0,127517.0,"Drama,Thriller,"
1200,In a Valley of Violence,0.0,53647.0,104.0,291356.0,"Action,Western,"
1201,The Trial of the Chicago 7,35000000.0,107423.0,130.0,556984.0,"Drama,History,"
1202,Unfriended,1000000.0,62882090.0,82.0,277685.0,"Horror,Thriller,Mystery,"
1203,A Babysitter's Guide to Monster Hunting,0.0,0.0,94.0,624963.0,"Family,Fantasy,Adventure,Comedy,"
1204,Batman: The Killing Joke,3500000.0,3775000.0,76.0,382322.0,"Action,Animation,Crime,Drama,"
1205,El-Khawaga's Dilemma,,,,,
1206,Kartini: Princess of Java,0.0,0.0,118.0,451899.0,"Drama,History,"
1207,Love Like the Falling Rain,0.0,0.0,86.0,683199.0,"Drama,Romance,"
1208,Rooting for Roona,0.0,0.0,40.0,753272.0,"Documentary,"
1209,A Choo,0.0,0.0,15.0,116814.0,"Comedy,"
1210,BLACKPINK: Light Up the Sky,0.0,0.0,79.0,740996.0,"Documentary,Music,"
1211,The Three Deaths of Marisela Escobedo,0.0,0.0,109.0,753230.0,"Documentary,Crime,"
1212,Fida,0.0,0.0,0.0,331856.0,
1213,Octonauts & the Great Barrier Reef,0.0,0.0,72.0,726940.0,"Family,Animation,"
1214,Dil,0.0,0.0,172.0,65683.0,"Drama,Comedy,Romance,"
1215,Disco Dancer,0.0,0.0,134.0,19887.0,"Drama,"
1216,Hunterrr,0.0,0.0,141.0,325892.0,"Drama,Romance,"
1217,Phir Hera Pheri,0.0,0.0,155.0,20359.0,"Comedy,"
1218,The Legend of Bhagat Singh,3000000.0,6000000.0,155.0,31525.0,"Crime,Drama,History,"
1219,House of the Witch,0.0,0.0,90.0,480157.0,"Horror,TV Movie,"
1220,Ginny Weds Sunny,0.0,0.0,125.0,744676.0,"Romance,Comedy,Drama,Family,"
1221,My Step Dad: The Hippie,0.0,0.0,99.0,522828.0,"Comedy,"
1222,Super Monsters: Dia de los Monsters,0.0,0.0,25.0,751562.0,"Animation,Family,"
1223,The Forty-Year-Old Version,0.0,0.0,123.0,620897.0,"Comedy,Drama,Music,"
1224,Bigflo & Oli: Hip Hop Frenzy,0.0,0.0,100.0,746752.0,"Documentary,Music,"
1225,Palermo Hollywood,0.0,0.0,113.0,51252.0,"Drama,"
1226,Hubie Halloween,14000000.0,0.0,103.0,617505.0,"Comedy,Mystery,Horror,"
1227,American Pie 9: Girls' Rules,,,,,
1228,Dolly Parton: Here I Am,0.0,0.0,89.0,658092.0,"Documentary,Music,"
1229,StarBeam: Halloween Hero,0.0,0.0,0.0,750794.0,"Animation,"
1230,Walk Away from Love,0.0,0.0,90.0,513282.0,"Romance,"
1231,David Attenborough: A Life on Our Planet,0.0,0.0,83.0,664280.0,"Documentary,"
